0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,0.0,501.1110995,0.0,0.0,0.0,34.0
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,4.0,6.5184375,0.0,0.0,0.0,54.0
6.0,6.0,5.0,162.0632523,101.6065046,2.0,0.0,1121.0
3.0,4.0,0.0,582.7765856,340.8193287,1.0,0.0,234.0
1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2.0,6.0,6.0,153.2495602,0.0,0.0,0.0,1153.0
0.0,1.0,0.0,366.525625,0.0,0.0,0.0,189.0
0.0,6.0,21.0,348.9204282,0.0,0.0,0.0,6.0
4.0,5.0,14.0,52.30877315,0.0,0.0,0.0,1738.0
2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,296.4919792,0.0,0.0,0.0,108.0
4.0,5.0,4.0,285.1217477,113.0391782,2.0,0.0,26.0
3.0,5.0,3.0,91.67855324,0.0,0.0,0.0,3877.0
2.0,4.0,3.0,66.15856481,56.08336806,2.0,0.0,11.0
2.0,3.0,0.0,16.40675926,3.438310185,1.0,0.0,5.0
1.0,6.0,7.0,183.9330671,0.0,0.0,0.0,105.0
2.0,1.0,0.0,556.0953588,0.0,0.0,0.0,505.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,1.0,1030.38603,0.0,0.0,0.0,1211.0
0.0,1.0,4.0,0.061145833,0.0,0.0,0.0,1.0
0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,2.0,354.7169097,0.0,0.0,0.0,238.0
19.0,20.0,35.0,294.1380208,0.0,0.0,0.0,616.0
1.0,4.0,0.0,5.732199074,0.0,0.0,0.0,17.0
4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,1.0,386.8516667,0.0,0.0,0.0,724.0
3.0,11.0,0.0,368.9160532,0.0,0.0,0.0,1577.0
2.0,6.0,5.0,391.944919,0.0,0.0,0.0,551.0
3.0,7.0,6.0,104.8240394,0.0,0.0,0.0,19.0
1.0,4.0,7.0,32.01635417,0.0,0.0,0.0,26.0
2.0,2.0,0.0,62.10521991,0.0,0.0,0.0,2.0
